ID,PredictedProb
0,0.7665567994117737
1,0.11161497980356216
2,0.16427335143089294
7,0.30792295932769775
10,0.24763454496860504
11,0.40576785802841187
13,0.07219818979501724
14,0.42411479353904724
15,0.09851419180631638
16,0.14845936000347137
17,0.2545959949493408
18,0.2625412940979004
19,0.08180150389671326
20,0.15745098888874054
25,0.07616211473941803
26,0.1652655303478241
29,0.10053529590368271
38,0.05776382237672806
41,0.06476461887359619
44,0.5487605333328247
45,0.6783329248428345
47,0.27078306674957275
48,0.4101548194885254
49,0.11909472942352295
50,0.1170923188328743
53,0.458738774061203
56,0.535427987575531
59,0.1425693929195404
60,0.31301695108413696
64,0.1570383459329605
65,0.031936418265104294
66,0.21846598386764526
68,0.09639089554548264
69,0.3616660535335541
70,0.06826594471931458
71,0.2152843028306961
72,0.41125795245170593
76,0.1352269947528839
80,0.22363947331905365
82,0.25143492221832275
83,0.04361269995570183
85,0.09717313945293427
86,0.10777166485786438
87,0.31113144755363464
89,0.20310047268867493
97,0.20701169967651367
99,0.3970048129558563
101,0.23751062154769897
102,0.9495295286178589
103,0.43376004695892334
104,0.4991950988769531
106,0.04659964516758919
107,0.3163159489631653
109,0.04716138541698456
111,0.5477887392044067
113,0.20200490951538086
114,0.48896992206573486
118,0.12955719232559204
119,0.327983558177948
120,0.07587824761867523
123,0.3089263141155243
128,0.7709464430809021
129,0.13552358746528625
131,0.08720547705888748
133,0.2646203339099884
134,0.24834910035133362
136,0.0934637039899826
137,0.22284874320030212
139,0.32037046551704407
140,0.1255452185869217
142,0.14894431829452515
144,0.15582001209259033
146,0.08316781371831894
147,0.2327360212802887
148,0.10995633155107498
150,0.8407209515571594
151,0.8728880286216736
152,0.04587557166814804
155,0.03384597972035408
158,0.15031039714813232
159,0.3274071514606476
160,0.023516662418842316
161,0.3187791705131531
165,0.06404934078454971
166,0.45603570342063904
170,0.03559432178735733
171,0.27653586864471436
174,0.3760398328304291
175,0.14771755039691925
179,0.26197031140327454
180,0.12267520278692245
181,0.20557662844657898
184,0.3177553415298462
185,0.4320347011089325
187,0.1472465842962265
188,0.1961076855659485
190,0.23576197028160095
191,0.3077113926410675
192,0.34650713205337524
193,0.15967446565628052
196,0.16420893371105194
197,0.3808351457118988
198,0.25645872950553894
205,0.9212403893470764
211,0.13703303039073944
213,0.24466028809547424
214,0.173969104886055
217,0.5258762836456299
218,0.18728329241275787
221,0.2185060679912567
222,0.4069158136844635
225,0.135955348610878
229,0.19583846628665924
236,0.3579230308532715
237,0.08839212357997894
238,0.18913795053958893
239,0.03194398060441017
242,0.26533615589141846
245,0.08456805348396301
246,0.20286864042282104
247,0.08420708775520325
248,0.018614768981933594
254,0.12209643423557281
255,0.44617024064064026
257,0.03597808629274368
259,0.24546994268894196
264,0.08357355743646622
270,0.34306514263153076
272,0.16286922991275787
274,0.6294764280319214
275,0.5457637906074524
278,0.18935173749923706
280,0.7507364153862
281,0.6844901442527771
282,0.7878448367118835
283,0.14164358377456665
284,0.02932051382958889
286,0.10199061036109924
287,0.10202410817146301
288,0.0878937616944313
289,0.10448525100946426
290,0.4908435642719269
291,0.26228567957878113
294,0.3779291808605194
295,0.5855103731155396
297,0.428026407957077
299,0.2521567940711975
305,0.15838474035263062
307,0.41933944821357727
308,0.274766206741333
313,0.5328598022460938
314,0.23204557597637177
315,0.19474436342716217
316,0.10310048609972
317,0.14418180286884308
319,0.43741506338119507
322,0.17106665670871735
323,0.15692481398582458
324,0.1848912388086319
326,0.07161902636289597
327,0.3571575880050659
329,0.03523040562868118
330,0.9524286985397339
331,0.5229100584983826
336,0.5529627203941345
337,0.4510928988456726
338,0.16091080009937286
340,0.035639092326164246
345,0.48985233902931213
347,0.1309918761253357
348,0.1470634639263153
350,0.027655605226755142
352,0.18961291015148163
356,0.05527734383940697
357,0.04503365606069565
358,0.07440020143985748
359,0.13441242277622223
361,0.21675527095794678
363,0.5343785285949707
364,0.19552531838417053
368,0.15762655436992645
376,0.0684736892580986
378,0.19446301460266113
382,0.15594810247421265
384,0.5122662782669067
385,0.05628802254796028
388,0.9376935362815857
389,0.03622537478804588
391,0.22082993388175964
392,0.3038337230682373
395,0.17072628438472748
396,0.14412935078144073
397,0.170421302318573
399,0.24536122381687164
404,0.035821035504341125
407,0.7157586812973022
409,0.13982069492340088
410,0.2202816754579544
413,0.45820939540863037
414,0.47470206022262573
416,0.23827330768108368
418,0.6188321709632874
419,0.09741637855768204
420,0.09530828148126602
422,0.061401158571243286
423,0.2455168515443802
427,0.3750314712524414
429,0.03283759951591492
430,0.4122208058834076
431,0.21484918892383575
432,0.31224650144577026
433,0.13966602087020874
434,0.9489642381668091
