ID,PredictedProb
0,0.2232542458723537
1,0.8924969942609163
2,0.8653228045664754
7,0.664652116323054
10,0.6403935110700486
11,0.5704418795787898
13,0.9437073653772016
14,0.5592820207433631
15,0.8803342003454814
16,0.8621248671570754
17,0.7346791050766661
18,0.8323791760210872
19,0.8786774507375366
20,0.8626025917636306
25,0.8996486709730711
26,0.8062746932225954
29,0.8804530278701677
38,0.9561291996369443
41,0.9450975803254652
44,0.5236775693743436
45,0.2864812525212771
47,0.7566013574787624
48,0.614246347746924
49,0.8703682958056879
50,0.8543304506492315
53,0.5089450801468514
56,0.4287652518790006
59,0.8233239081116317
60,0.6317465855285548
64,0.793879442221782
65,0.9615618490763943
66,0.7434364836306854
68,0.8462577688001609
69,0.6364889408752886
70,0.9217735368163987
71,0.7607430798211788
72,0.6584504973978254
76,0.8182519999260492
80,0.7553701771151092
82,0.7778622582170888
83,0.9393486301001476
85,0.8884985660286396
86,0.8986609117849396
87,0.7160676541439683
89,0.7825237893909616
97,0.7962105585111399
99,0.606393277768299
101,0.7753446106117547
102,0.16048819210595966
103,0.6033927258445664
104,0.5664982424625749
106,0.9127138413828817
107,0.6306047361796614
109,0.9475812023913811
111,0.3956114028811809
113,0.8179509456553256
114,0.5114508931100981
118,0.8784287638445653
119,0.6828709234544996
120,0.8661195455596683
123,0.7047429697792624
128,0.2543164991698109
129,0.6966529039066834
131,0.9518754267720528
133,0.7276262013176991
134,0.6705801095510329
136,0.9314578465549255
137,0.7920037314064935
139,0.6520833258918385
140,0.878545740220815
142,0.7902825148369402
144,0.7986348871959755
146,0.9073977964447355
147,0.7255230184611006
148,0.8923773308260972
150,0.22116132008500228
151,0.15476831808237898
152,0.9501050618481697
155,0.9161194025103061
158,0.8686649944441746
159,0.606019460206082
160,0.9710031757131599
161,0.639906065510413
165,0.8986197497604589
166,0.5207202379684082
170,0.9619658837165448
171,0.6633479574961425
174,0.640060944158017
175,0.8746561688383853
179,0.7120754915433418
180,0.8665837425099703
181,0.7252466660127098
184,0.7114732061482759
185,0.48646759759015
187,0.8266202561172765
188,0.7259169783942507
190,0.7746748871768091
191,0.6407403715750133
192,0.6697923315073565
193,0.7843814432908963
196,0.8332272355904111
197,0.6154148857876729
198,0.7248543165841104
205,0.09752165600388116
211,0.8837705142124388
213,0.6802855955818738
214,0.7975828793079527
217,0.5176329360615994
218,0.8066382738808088
221,0.7311183284173549
222,0.5963982720456225
225,0.8203308824183544
229,0.7412716280819491
236,0.666095082856184
237,0.9109214740778648
238,0.7641867611284041
239,0.9625634109090637
242,0.6654580400634388
245,0.9117402485416614
246,0.7634684270103003
247,0.9131806187483219
248,0.9863996060382336
254,0.8786626772274972
255,0.5825172119701361
257,0.9693204591785651
259,0.7366340643630653
264,0.9052031927339186
270,0.6942669277656421
272,0.7642431580013908
274,0.39038406070247356
275,0.4629431187977996
278,0.7710127557522568
280,0.26911379401870533
281,0.30183070509750115
282,0.23949670090010136
283,0.7846884641607212
284,0.96786593923468
286,0.907212886261717
287,0.8591676261254382
288,0.9131573472405211
289,0.9022621462488589
290,0.4888290666387675
291,0.7710813139442793
294,0.5503890205546261
295,0.32645068204150907
297,0.5476611010287695
299,0.7461629982104888
305,0.8479377309648598
307,0.5538819038960174
308,0.7400353013722446
313,0.4047853268658777
314,0.8084461443815041
315,0.767482401127514
316,0.9118267064109569
317,0.8644115270639757
319,0.5431381173658087
322,0.8446721480798105
323,0.8847687563165939
324,0.8595812296983679
326,0.899395101884439
327,0.6035140450799705
329,0.9721693057327299
330,0.0607883374078045
331,0.42013025938023596
336,0.4458843909465521
337,0.4886234169692889
338,0.8273368904980092
340,0.9641987215633241
345,0.4834827967453775
347,0.8810170064711962
348,0.7291780720081873
350,0.9645231474582635
352,0.754905116210886
356,0.9532615901171593
357,0.947851245328032
358,0.8828122891083051
359,0.825796835304104
361,0.7528884400562217
363,0.39921141879913213
364,0.7893970749329722
368,0.8196467651697082
376,0.9381962262223933
378,0.755608626472817
382,0.8738764835565693
384,0.5582892124844728
385,0.9492009906491935
388,0.14811350322829736
389,0.9338011114768022
391,0.74787213197134
392,0.7065826744534842
395,0.7629518115127469
396,0.8325265279872299
397,0.8272135598194715
399,0.7542519340243083
404,0.9498779554727061
407,0.45457067728530476
409,0.8390470071699017
410,0.7868362105288316
413,0.44982657587317165
414,0.6478473349901558
416,0.7573758882885319
418,0.5844211254912616
419,0.8610010888240218
420,0.9003588683605599
422,0.9424846935671096
423,0.7550519256278329
427,0.6925138698605897
429,0.9697872131775112
430,0.5216195349903466
431,0.7540407284387761
432,0.6395648377853365
433,0.9090309524572187
434,0.054184986244941634
436,0.6675073923592639
437,0.881987500263838
451,0.7149109404759454
452,0.7328811235171255
454,0.7550093432480265
457,0.9057541010462604
458,0.8127812910254827
460,0.6470404824563137
461,0.9370545828228216
462,0.7055079231022392
463,0.7326855661857266
465,0.95935284867953
467,0.8583448933432845
473,0.8918812399331235
474,0.9504056135086307
480,0.11764061016872193
481,0.6865929713158083
483,0.8651376841202151
484,0.6511905192514315
485,0.5406963312395072
487,0.953858920913689
490,0.9375450038652262
491,0.7872507259185644
492,0.5750613335478069
496,0.9214499049170974
497,0.5759091766406148
498,0.6180054522818305
499,0.8987333081753238
501,0.7829677814672428
502,0.914726951909404
503,0.8076494858812623
506,0.9397210808046838
507,0.7184498401452019
508,0.6017060128484368
509,0.6884075716783572
510,0.7790017020160792
511,0.860022910130714
513,0.7427143544043815
515,0.9068724339226282
521,0.40960548343074465
522,0.8560503218176556
523,0.8877033350821029
525,0.8883323587759382
529,0.8237212600943028
530,0.4812729485584044
531,0.705830619455867
533,0.6935008437722545
534,0.6044473137177133
535,0.9279591798882254
537,0.5786410159276322
541,0.6728856257233349
542,0.6243825964851138
543,0.7153522010428544
544,0.8132306924882426
545,0.5886871443104875
549,0.9225270662689029
550,0.9082223139203973
551,0.8239306837844774
553,0.5909438409844705
556,0.9076220212526431
558,0.41654478098436665
560,0.7342159751966097
563,0.4876768967769124
564,0.9347104621254164
567,0.41283637586411304
572,0.5161460331972203
573,0.9356765955094307
577,0.8503699263560238
583,0.8371676510005184
584,0.7762187995611786
585,0.7952573848801111
586,0.7555193833507291
588,0.7790803285951099
590,0.714688853033904
591,0.7527755667060048
593,0.9400414075173101
594,0.6857511851515913
597,0.8700172325317943
598,0.6605124716221837
599,0.9135031244316092
603,0.76917095906993
604,0.6373575475669189
606,0.9654597440869603
607,0.5926450444573368
609,0.6877546543678428
614,0.8657763957436432
615,0.9096057576613571
616,0.45013072524852654
617,0.8275931761879131
618,0.8680199225220395
619,0.830505317400684
620,0.7586756654978433
623,0.6981996978206403
625,0.8726947572465511
626,0.8338701260464074
627,0.9419289416787467
632,0.9489122174676844
633,0.5668626085523678
634,0.8840417542402536
635,0.7598075820980141
636,0.8586481675388798
637,0.899138875139265
638,0.7876425757239705
639,0.9299471938545688
642,0.5126544609321952
643,0.9133717052797449
644,0.9781749280914116
645,0.37973160693234936
646,0.8231294015671861
650,0.9191617727022331
653,0.6438071770718443
654,0.4771297506527915
655,0.26681129629924705
656,0.8424187001346166
657,0.7394061001042955
658,0.6915639395277531
660,0.5565510417332645
661,0.720206807997824
668,0.8734297987686478
669,0.6690483641791534
671,0.8583871031792543
672,0.6862276206415989
676,0.9271697683638267
678,0.92116189986074
680,0.7863760814917257
682,0.9689766387129385
684,0.8274830221946494
685,0.5584484462852322
686,0.6048950874836978
687,0.6140508203874446
694,0.20592764338130404
